Description,Amount,Transaction Type,Account Name,Category
Credit Card Payment,153.75,debit,Platinum Card,Credit Card Payment
Hardware Store,177.86,credit,Platinum Card,Food & Drink
Biweekly Paycheck,144.35,debit,Platinum Card,Shopping
Starbucks,110.16,debit,Silver Card,Food & Drink
Brewing Company,57.85,credit,Silver Card,Shopping
Food Truck,181.26,credit,Checking,Food & Drink
Grocery Store,43.3,credit,Platinum Card,Utilities & Services
American Tavern,158.28,credit,Silver Card,Utilities & Services
Starbucks,14.28,debit,Platinum Card,Paycheck
Amazon,18.98,credit,Checking,Housing
BP,193.96,credit,Platinum Card,Entertainment
Hardware Store,60.72,debit,Checking,Haircut
Grocery Store,2.59,credit,Checking,Food & Drink
Internet Service Provider,82.09,debit,Silver Card,Shopping
Power Company,60.0,debit,Checking,Utilities & Services
Barbershop,112.8,debit,Platinum Card,Credit Card Payment
Grocery Store,166.79,debit,Checking,Entertainment
Chick-Fil-A,119.5,credit,Silver Card,Entertainment
Hardware Store,116.17,credit,Platinum Card,Entertainment
Biweekly Paycheck,134.0,debit,Platinum Card,Food & Drink
Starbucks,54.01,debit,Checking,Food & Drink
Mortgage Payment,80.43,credit,Platinum Card,Food & Drink
Amazon,115.0,credit,Silver Card,Credit Card Payment
Barbershop,111.04,credit,Platinum Card,Shopping
Credit Card Payment,195.74,credit,Silver Card,Food & Drink
Credit Card Payment,194.58,credit,Checking,Paycheck
Brewing Company,1.27,debit,Checking,Entertainment
Power Company,2.98,debit,Checking,Credit Card Payment
Grocery Store,5.64,debit,Platinum Card,Food & Drink
Brewing Company,192.19,credit,Silver Card,Credit Card Payment
QuikTrip,119.79,debit,Platinum Card,Shopping
Amazon,140.59,debit,Platinum Card,Paycheck
Power Company,29.64,debit,Platinum Card,Housing
Grocery Store,169.29,credit,Platinum Card,Food & Drink
Credit Card Payment,60.96,credit,Platinum Card,Food & Drink
Amazon,199.62,credit,Silver Card,Food & Drink
Amazon,122.75,debit,Silver Card,Food & Drink
BP,78.56,debit,Platinum Card,Food & Drink
Biweekly Paycheck,131.49,credit,Silver Card,Transportation
Fancy Restaurant,138.91,debit,Silver Card,Food & Drink
Grocery Store,76.5,debit,Checking,Utilities & Services
Credit Card Payment,309.81,debit,Checking,Credit Card Payment
Grocery Store,43.79,debit,Platinum Card,Paycheck
State Farm,126.17,debit,Platinum Card,Credit Card Payment
Biweekly Paycheck,45.34,credit,Silver Card,Shopping
Pizza Place,88.04,credit,Checking,Food & Drink
Biweekly Paycheck,142.12,debit,Platinum Card,Shopping
Starbucks,91.78,debit,Silver Card,Paycheck
Netflix,109.53,debit,Platinum Card,Credit Card Payment
Biweekly Paycheck,93.1,credit,Silver Card,Food & Drink
Brewing Company,144.5,credit,Checking,Credit Card Payment
Credit Card Payment,156.3,debit,Platinum Card,Food & Drink
Amazon,13.13,debit,Platinum Card,Shopping
Hardware Store,148.65,debit,Checking,Food & Drink
Phone Company,199.41,debit,Checking,Shopping
Hardware Store,39.47,credit,Platinum Card,Entertainment
Grocery Store,174.46,credit,Checking,Shopping
Spotify,10.69,debit,Platinum Card,Entertainment
Brewing Company,60.19,debit,Silver Card,Transportation
Credit Card Payment,181.52,credit,Checking,Food & Drink
Shell,11.16,debit,Silver Card,Credit Card Payment
State Farm,6.52,credit,Silver Card,Food & Drink
Netflix,125.09,debit,Silver Card,Transportation
German Restaurant,68.05,debit,Platinum Card,Food & Drink
Mike's Construction Co.,106.18,debit,Platinum Card,Food & Drink
Grocery Store,122.64,debit,Checking,Food & Drink
Amazon,65.37,credit,Checking,Utilities & Services
Credit Card Payment,99.76,credit,Platinum Card,Credit Card Payment
Internet Service Provider,153.89,credit,Silver Card,Credit Card Payment
Netflix,13.9,debit,Platinum Card,Entertainment
Biweekly Paycheck,9.14,credit,Platinum Card,Utilities & Services
Biweekly Paycheck,109.39,credit,Checking,Utilities & Services
Credit Card Payment,18.71,credit,Silver Card,Food & Drink
Brunch Restaurant,44.22,debit,Platinum Card,Food & Drink
Hardware Store,96.48,debit,Silver Card,Utilities & Services
Credit Card Payment,174.56,debit,Platinum Card,Utilities & Services
Starbucks,39.54,credit,Silver Card,Food & Drink
Grocery Store,21.45,debit,Platinum Card,Utilities & Services
Credit Card Payment,53.68,credit,Platinum Card,Food & Drink
Credit Card Payment,25.92,credit,Platinum Card,Food & Drink
City Water Charges,28.86,debit,Checking,Housing
Gas Company,194.88,credit,Silver Card,Food & Drink
Belgian Restaurant,173.48,credit,Platinum Card,Haircut
Power Company,173.14,credit,Platinum Card,Food & Drink
Biweekly Paycheck,179.8,debit,Checking,Credit Card Payment
Credit Card Payment,113.97,credit,Silver Card,Haircut
Pizza Place,119.39,credit,Silver Card,Food & Drink
Shell,92.68,debit,Platinum Card,Food & Drink
BP,154.1,debit,Platinum Card,Food & Drink
Credit Card Payment,25.3,debit,Silver Card,Utilities & Services
Chick-Fil-A,16.18,debit,Platinum Card,Food & Drink
Credit Card Payment,18.82,debit,Checking,Shopping
Grocery Store,57.82,debit,Checking,Utilities & Services
Credit Card Payment,127.72,credit,Checking,Food & Drink
Grocery Store,53.89,debit,Silver Card,Food & Drink
City Water Charges,184.99,credit,Silver Card,Utilities & Services
City Water Charges,76.88,credit,Platinum Card,Paycheck
Credit Card Payment,174.0,debit,Platinum Card,Shopping
Starbucks,98.82,debit,Platinum Card,Food & Drink
Credit Card Payment,75.57,credit,Silver Card,Credit Card Payment
State Farm,10.12,debit,Checking,Food & Drink
Phone Company,40.82,debit,Silver Card,Utilities & Services
Brewing Company,19.66,debit,Checking,Food & Drink
Grocery Store,24.14,credit,Platinum Card,Utilities & Services
Gas Company,166.89,credit,Checking,Entertainment
Power Company,182.58,credit,Silver Card,Food & Drink
Credit Card Payment,16.98,credit,Platinum Card,Credit Card Payment
Credit Card Payment,164.29,credit,Silver Card,Credit Card Payment
American Tavern,20.89,credit,Checking,Food & Drink
Biweekly Paycheck,88.58,credit,Silver Card,Food & Drink
American Tavern,41.0,debit,Platinum Card,Food & Drink
Biweekly Paycheck,166.6,debit,Platinum Card,Utilities & Services
Pizza Place,104.82,credit,Platinum Card,Food & Drink
Phone Company,81.31,credit,Silver Card,Entertainment
Pizza Place,131.34,credit,Platinum Card,Food & Drink
Credit Card Payment,817.14,credit,Silver Card,Credit Card Payment
Valero,10.38,credit,Platinum Card,Credit Card Payment
Credit Card Payment,87.64,credit,Platinum Card,Utilities & Services
Credit Card Payment,117.03,credit,Platinum Card,Utilities & Services
Roadside Diner,60.29,debit,Silver Card,Utilities & Services
Brewing Company,126.15,debit,Platinum Card,Food & Drink
Credit Card Payment,105.76,debit,Checking,Transportation
Grocery Store,64.94,credit,Checking,Utilities & Services
Grocery Store,199.82,debit,Silver Card,Shopping
Credit Card Payment,73.86,debit,Silver Card,Food & Drink
Amazon,139.23,credit,Platinum Card,Transportation
Credit Card Payment,55.69,debit,Checking,Credit Card Payment
Spotify,119.97,credit,Platinum Card,Credit Card Payment
Hardware Store,67.23,credit,Platinum Card,Credit Card Payment
Chick-Fil-A,119.1,debit,Checking,Food & Drink
Biweekly Paycheck,110.17,debit,Platinum Card,Haircut
Starbucks,156.88,debit,Silver Card,Shopping
Gas Company,30.0,debit,Checking,Utilities & Services
Gas Company,12.38,debit,Silver Card,Entertainment
Amazon,183.0,credit,Silver Card,Shopping
Phone Company,73.53,credit,Platinum Card,Shopping
American Tavern,76.78,debit,Platinum Card,Transportation
Shell,181.25,debit,Platinum Card,Food & Drink
Credit Card Payment,35.87,debit,Platinum Card,Transportation
Brewing Company,86.7,debit,Platinum Card,Entertainment
Credit Card Payment,75.77,debit,Silver Card,Haircut
Hardware Store,7.6,debit,Platinum Card,Haircut
State Farm,170.5,credit,Platinum Card,Housing
Brunch Restaurant,32.01,debit,Checking,Credit Card Payment
BP,147.7,debit,Platinum Card,Transportation
Credit Card Payment,151.32,credit,Platinum Card,Housing
Credit Card Payment,154.13,debit,Checking,Credit Card Payment
Internet Service Provider,162.63,credit,Platinum Card,Utilities & Services
Spotify,185.43,debit,Silver Card,Housing
Credit Card Payment,140.97,credit,Checking,Housing
Credit Card Payment,21.67,credit,Silver Card,Utilities & Services
Credit Card Payment,16.12,credit,Checking,Food & Drink
State Farm,183.5,credit,Checking,Entertainment
Amazon,181.17,credit,Platinum Card,Food & Drink
Grocery Store,64.87,debit,Checking,Food & Drink
Credit Card Payment,163.69,credit,Platinum Card,Shopping
City Water Charges,67.14,credit,Platinum Card,Paycheck
Starbucks,20.38,credit,Platinum Card,Credit Card Payment
City Water Charges,187.63,debit,Silver Card,Food & Drink
Grocery Store,71.28,debit,Checking,Haircut
American Tavern,158.2,credit,Platinum Card,Credit Card Payment
Irish Pub,99.77,debit,Platinum Card,Food & Drink
Power Company,33.2,debit,Checking,Utilities & Services
Shell,36.51,debit,Platinum Card,Transportation
Internet Service Provider,34.93,debit,Platinum Card,Paycheck
Valero,18.58,debit,Checking,Housing
Biweekly Paycheck,3.75,credit,Checking,Utilities & Services
Gas Company,53.53,debit,Silver Card,Food & Drink
Mortgage Payment,118.17,debit,Platinum Card,Shopping
Credit Card Payment,23.92,credit,Platinum Card,Shopping
Biweekly Paycheck,116.61,credit,Silver Card,Utilities & Services
Phone Company,139.65,debit,Platinum Card,Food & Drink
Grocery Store,33.55,debit,Platinum Card,Food & Drink
Credit Card Payment,140.87,debit,Platinum Card,Paycheck
Mediterranean Restaurant,120.81,debit,Checking,Food & Drink
Grocery Store,27.2,debit,Platinum Card,Food & Drink
Grocery Store,135.77,debit,Checking,Food & Drink
Grocery Store,132.32,debit,Silver Card,Food & Drink
State Farm,184.44,credit,Silver Card,Shopping
Gas Company,46.2,credit,Silver Card,Housing
Grocery Store,66.07,debit,Silver Card,Food & Drink
Shell,34.55,debit,Checking,Transportation
Grocery Store,192.17,credit,Silver Card,Credit Card Payment
Grocery Store,135.96,credit,Silver Card,Credit Card Payment
Netflix,60.09,debit,Platinum Card,Entertainment
Grocery Store,183.68,debit,Platinum Card,Utilities & Services
Amazon,99.73,credit,Platinum Card,Food & Drink
Starbucks,181.31,credit,Silver Card,Shopping
Shell,177.35,credit,Silver Card,Food & Drink
State Farm,114.19,debit,Checking,Utilities & Services
Grocery Store,62.05,credit,Silver Card,Credit Card Payment
Credit Card Payment,74.7,credit,Platinum Card,Transportation
Grocery Store,30.49,credit,Silver Card,Credit Card Payment
Chick-Fil-A,129.69,credit,Checking,Credit Card Payment
Biweekly Paycheck,8.45,credit,Checking,Utilities & Services
Mortgage Payment,128.76,credit,Silver Card,Food & Drink
Credit Card Payment,117.24,credit,Platinum Card,Utilities & Services
Grocery Store,26.46,debit,Platinum Card,Housing
Netflix,57.09,credit,Platinum Card,Haircut
Grocery Store,192.47,debit,Checking,Food & Drink
Phone Company,82.09,credit,Checking,Credit Card Payment
Roadside Diner,25.32,credit,Platinum Card,Food & Drink
American Tavern,183.02,debit,Platinum Card,Entertainment
Barbershop,145.9,debit,Platinum Card,Food & Drink
Grocery Store,47.16,debit,Platinum Card,Food & Drink
Credit Card Payment,150.0,credit,Platinum Card,Entertainment
Grocery Store,6.11,debit,Platinum Card,Food & Drink
American Tavern,173.46,credit,Platinum Card,Food & Drink
Credit Card Payment,159.38,credit,Platinum Card,Credit Card Payment
Credit Card Payment,17.26,debit,Checking,Food & Drink
Brewing Company,11.41,debit,Checking,Credit Card Payment
Grocery Store,108.78,credit,Platinum Card,Food & Drink
Grocery Store,143.83,credit,Platinum Card,Utilities & Services
Greek Restaurant,120.92,debit,Platinum Card,Food & Drink
Amazon,68.24,debit,Platinum Card,Housing
Chick-Fil-A,116.8,credit,Silver Card,Food & Drink
Spotify,39.53,debit,Silver Card,Credit Card Payment
Netflix,183.38,credit,Silver Card,Transportation
Amazon,131.78,credit,Platinum Card,Food & Drink
Grocery Store,93.49,debit,Platinum Card,Food & Drink
Credit Card Payment,142.11,debit,Platinum Card,Entertainment
Mortgage Payment,23.44,debit,Platinum Card,Housing
Food Truck,99.01,debit,Platinum Card,Credit Card Payment
Grocery Store,167.06,credit,Platinum Card,Food & Drink
City Water Charges,71.33,debit,Checking,Credit Card Payment
Grocery Store,181.33,credit,Platinum Card,Shopping
Biweekly Paycheck,116.57,credit,Silver Card,Housing
Phone Company,144.38,debit,Platinum Card,Paycheck
American Tavern,74.09,debit,Platinum Card,Food & Drink
City Water Charges,137.36,credit,Platinum Card,Food & Drink
Credit Card Payment,108.63,debit,Platinum Card,Housing
BP,86.98,credit,Silver Card,Shopping
Power Company,17.45,debit,Platinum Card,Credit Card Payment
Credit Card Payment,30.63,credit,Silver Card,Credit Card Payment
Grocery Store,170.9,credit,Platinum Card,Utilities & Services
BP,102.13,debit,Checking,Utilities & Services
Amazon,191.36,debit,Platinum Card,Transportation
Grocery Store,16.79,credit,Platinum Card,Utilities & Services
Power Company,162.55,debit,Checking,Housing
Amazon,19.73,debit,Platinum Card,Credit Card Payment
Gas Company,141.69,debit,Checking,Credit Card Payment
Biweekly Paycheck,199.25,debit,Checking,Credit Card Payment
Chick-Fil-A,21.9,debit,Checking,Food & Drink
City Water Charges,110.88,credit,Platinum Card,Food & Drink
American Tavern,107.43,debit,Checking,Food & Drink
Gas Company,10.36,debit,Platinum Card,Food & Drink
Food Truck,33.16,credit,Checking,Paycheck
Brewing Company,175.14,debit,Checking,Utilities & Services
Starbucks,124.12,debit,Platinum Card,Transportation
Hardware Store,70.15,debit,Checking,Shopping
Biweekly Paycheck,72.42,debit,Silver Card,Shopping
Biweekly Paycheck,195.39,debit,Checking,Credit Card Payment
Netflix,11.76,debit,Platinum Card,Entertainment
Spotify,100.12,debit,Platinum Card,Credit Card Payment
Italian Restaurant,156.6,credit,Checking,Utilities & Services
Grocery Store,102.18,credit,Platinum Card,Housing
QuikTrip,128.47,debit,Platinum Card,Food & Drink
Mike's Construction Co.,9200.0,debit,Checking,Housing
BP,158.18,debit,Checking,Shopping
Grocery Store,97.67,debit,Platinum Card,Utilities & Services
Brunch Restaurant,82.84,credit,Platinum Card,Food & Drink
Valero,88.17,debit,Platinum Card,Credit Card Payment
Credit Card Payment,98.44,debit,Silver Card,Credit Card Payment
American Tavern,82.95,credit,Platinum Card,Haircut
City Water Charges,70.3,debit,Silver Card,Paycheck
Hardware Store,40.09,debit,Silver Card,Credit Card Payment
Credit Card Payment,47.22,credit,Checking,Transportation
Internet Service Provider,55.84,credit,Silver Card,Food & Drink
Spotify,41.04,debit,Silver Card,Food & Drink
Chili's,38.13,credit,Silver Card,Food & Drink
Credit Card Payment,107.98,debit,Checking,Food & Drink
Hardware Store,192.25,debit,Checking,Housing
Credit Card Payment,765.68,credit,Silver Card,Credit Card Payment
Starbucks,64.32,debit,Silver Card,Credit Card Payment
Amazon,185.1,credit,Checking,Food & Drink
Starbucks,44.02,debit,Checking,Credit Card Payment
Internet Service Provider,17.55,credit,Platinum Card,Food & Drink
Biweekly Paycheck,61.61,credit,Silver Card,Paycheck
Credit Card Payment,57.28,debit,Silver Card,Food & Drink
Grocery Store,136.79,debit,Platinum Card,Food & Drink
City Water Charges,117.14,credit,Silver Card,Transportation
Internet Service Provider,105.64,credit,Platinum Card,Food & Drink
Movie Theater,173.23,credit,Silver Card,Credit Card Payment
Grocery Store,102.64,debit,Platinum Card,Shopping
Credit Card Payment,67.5,debit,Platinum Card,Food & Drink
Amazon,31.54,credit,Checking,Transportation
Barbershop,11.3,debit,Platinum Card,Food & Drink
Credit Card Payment,103.06,credit,Platinum Card,Food & Drink
Credit Card Payment,136.56,credit,Silver Card,Paycheck
Credit Card Payment,165.66,credit,Checking,Credit Card Payment
American Tavern,40.42,debit,Checking,Food & Drink
Blue Sky Market,95.53,credit,Checking,Credit Card Payment
Mediterranean Restaurant,20.42,debit,Platinum Card,Food & Drink
State Farm,12.63,credit,Silver Card,Housing
Grocery Store,14.03,debit,Platinum Card,Paycheck
Starbucks,134.92,credit,Platinum Card,Credit Card Payment
Amazon,85.53,credit,Platinum Card,Food & Drink
State Farm,26.38,debit,Checking,Utilities & Services
Biweekly Paycheck,2000.0,credit,Checking,Paycheck
Amazon,39.05,debit,Platinum Card,Shopping
Shell,36.47,debit,Silver Card,Transportation
Hardware Store,190.89,debit,Platinum Card,Food & Drink
Chick-Fil-A,14.19,debit,Platinum Card,Food & Drink
State Farm,141.78,credit,Silver Card,Paycheck
Mortgage Payment,136.77,credit,Checking,Paycheck
Belgian Restaurant,25.48,debit,Platinum Card,Food & Drink
Credit Card Payment,44.53,debit,Platinum Card,Utilities & Services
Starbucks,50.53,debit,Checking,Housing
Biweekly Paycheck,2000.0,credit,Checking,Paycheck
Circle K,112.6,debit,Platinum Card,Credit Card Payment
American Tavern,36.37,credit,Platinum Card,Credit Card Payment
Biweekly Paycheck,13.51,credit,Platinum Card,Transportation
Credit Card Payment,466.36,credit,Platinum Card,Credit Card Payment
Amazon,71.34,credit,Checking,Utilities & Services
Mortgage Payment,196.06,credit,Platinum Card,Entertainment
Shell,5.87,debit,Platinum Card,Transportation
Phone Company,173.68,debit,Platinum Card,Food & Drink
Credit Card Payment,102.88,debit,Checking,Credit Card Payment
Spotify,149.1,credit,Platinum Card,Food & Drink
Credit Card Payment,21.27,credit,Platinum Card,Housing
American Tavern,13.47,debit,Checking,Paycheck
State Farm,75.0,debit,Checking,Transportation
Fancy Restaurant,135.61,debit,Platinum Card,Food & Drink
Fancy Restaurant,148.37,debit,Checking,Shopping
Mike's Construction Co.,42.52,credit,Silver Card,Food & Drink
Roadside Diner,97.44,debit,Platinum Card,Utilities & Services
Gas Company,170.91,debit,Platinum Card,Credit Card Payment
State Farm,177.02,debit,Checking,Transportation
Brewing Company,14.0,debit,Silver Card,Food & Drink
Thai Restaurant,47.18,credit,Silver Card,Shopping
Barbershop,123.68,debit,Checking,Food & Drink
Grocery Store,173.26,credit,Platinum Card,Credit Card Payment
Starbucks,69.42,debit,Platinum Card,Transportation
Brewing Company,131.16,credit,Checking,Housing
Blue Sky Market,6.48,debit,Silver Card,Food & Drink
Phone Company,9.81,debit,Platinum Card,Utilities & Services
BP,79.59,debit,Silver Card,Food & Drink
Mortgage Payment,198.95,debit,Platinum Card,Food & Drink
Biweekly Paycheck,182.09,debit,Platinum Card,Food & Drink
BP,169.61,debit,Platinum Card,Food & Drink
Grocery Store,173.04,debit,Silver Card,Food & Drink
Phone Company,115.21,debit,Checking,Credit Card Payment
American Tavern,112.06,credit,Platinum Card,Entertainment
State Farm,156.19,credit,Checking,Utilities & Services
Target,102.46,debit,Checking,Housing
Grocery Store,79.23,debit,Platinum Card,Food & Drink
Credit Card Payment,57.14,credit,Platinum Card,Entertainment
Hardware Store,77.44,credit,Silver Card,Transportation
American Tavern,135.94,debit,Silver Card,Shopping
Brunch Restaurant,14.22,credit,Checking,Utilities & Services
Movie Theater,174.67,credit,Platinum Card,Transportation
Biweekly Paycheck,140.43,debit,Platinum Card,Utilities & Services
Hardware Store,52.32,debit,Silver Card,Shopping
Gas Company,111.5,debit,Silver Card,Food & Drink
Power Company,11.55,credit,Platinum Card,Housing
Phone Company,52.48,debit,Platinum Card,Entertainment
Starbucks,172.52,debit,Platinum Card,Entertainment
Grocery Store,180.83,credit,Checking,Transportation
Hardware Store,49.55,debit,Platinum Card,Housing
Credit Card Payment,100.68,credit,Silver Card,Credit Card Payment
Spotify,162.43,debit,Platinum Card,Entertainment
Grocery Store,11.15,credit,Silver Card,Food & Drink
Credit Card Payment,78.2,credit,Platinum Card,Housing
Internet Service Provider,78.15,debit,Platinum Card,Utilities & Services
Pizza Place,29.92,credit,Platinum Card,Food & Drink
City Water Charges,14.45,credit,Silver Card,Paycheck
State Farm,153.24,debit,Platinum Card,Utilities & Services
Starbucks,1.71,credit,Platinum Card,Credit Card Payment
Hardware Store,1.0,credit,Silver Card,Credit Card Payment
Mike's Construction Co.,122.18,credit,Silver Card,Credit Card Payment
Starbucks,3.0,debit,Silver Card,Food & Drink
Steakhouse,148.68,credit,Silver Card,Transportation
BP,86.33,credit,Platinum Card,Shopping
Power Company,60.0,debit,Checking,Utilities & Services
Thai Restaurant,33.11,debit,Platinum Card,Transportation
Credit Card Payment,131.8,credit,Checking,Food & Drink
Biweekly Paycheck,55.91,credit,Platinum Card,Food & Drink
City Water Charges,170.95,credit,Silver Card,Utilities & Services
Internet Service Provider,61.25,credit,Platinum Card,Housing
Credit Card Payment,138.36,credit,Platinum Card,Food & Drink
Grocery Store,26.27,debit,Platinum Card,Housing
Hardware Store,17.38,debit,Silver Card,Housing
Credit Card Payment,1.48,credit,Checking,Food & Drink
Amazon,104.99,debit,Platinum Card,Shopping
Credit Card Payment,44.84,debit,Platinum Card,Food & Drink
Netflix,167.75,credit,Checking,Transportation
Hardware Store,145.58,debit,Silver Card,Food & Drink
Roadside Diner,97.4,credit,Checking,Credit Card Payment
Phone Company,196.19,credit,Checking,Shopping
Phone Company,135.37,credit,Checking,Housing
Grocery Store,104.28,credit,Platinum Card,Food & Drink
Biweekly Paycheck,170.45,debit,Platinum Card,Shopping
State Farm,85.3,debit,Platinum Card,Transportation
Amazon,144.27,credit,Silver Card,Utilities & Services
Credit Card Payment,61.43,credit,Silver Card,Credit Card Payment
Credit Card Payment,157.88,debit,Silver Card,Credit Card Payment
Grocery Store,27.74,debit,Checking,Transportation
Belgian Restaurant,163.25,debit,Silver Card,Transportation
Amazon,117.12,credit,Platinum Card,Food & Drink
Brunch Restaurant,155.12,debit,Silver Card,Food & Drink
Gas Company,150.08,debit,Platinum Card,Food & Drink
Biweekly Paycheck,47.35,debit,Checking,Paycheck
Grocery Store,4.12,credit,Platinum Card,Credit Card Payment
Credit Card Payment,127.27,debit,Checking,Housing
Phone Company,120.1,credit,Silver Card,Food & Drink
Credit Card Payment,184.65,credit,Silver Card,Food & Drink
Amazon,11.11,debit,Platinum Card,Shopping
Shell,179.66,credit,Checking,Food & Drink
Netflix,27.7,debit,Checking,Food & Drink
Biweekly Paycheck,82.42,debit,Checking,Food & Drink
State Farm,156.2,debit,Platinum Card,Shopping
Power Company,168.95,debit,Checking,Food & Drink
Power Company,174.7,credit,Checking,Paycheck
Biweekly Paycheck,142.84,debit,Platinum Card,Food & Drink
Credit Card Payment,180.21,credit,Silver Card,Paycheck
Shell,106.94,debit,Checking,Food & Drink
Barbershop,176.57,debit,Platinum Card,Food & Drink
Brewing Company,136.63,credit,Platinum Card,Shopping
Hardware Store,79.05,credit,Checking,Utilities & Services
Gas Company,87.48,credit,Checking,Transportation
Biweekly Paycheck,87.69,debit,Checking,Food & Drink
Credit Card Payment,93.22,credit,Silver Card,Utilities & Services
Circle K,109.78,credit,Platinum Card,Transportation
Amazon,1.35,credit,Platinum Card,Food & Drink
Thai Restaurant,150.02,credit,Platinum Card,Utilities & Services
Credit Card Payment,1606.46,debit,Checking,Credit Card Payment
Credit Card Payment,67.86,credit,Platinum Card,Utilities & Services
Credit Card Payment,140.63,credit,Platinum Card,Transportation
American Tavern,185.04,credit,Checking,Haircut
Gas Company,99.77,debit,Platinum Card,Food & Drink
Mortgage Payment,166.36,debit,Silver Card,Utilities & Services
Grocery Store,183.72,debit,Platinum Card,Food & Drink
Grocery Store,22.9,debit,Platinum Card,Credit Card Payment
Chick-Fil-A,46.99,debit,Silver Card,Credit Card Payment
Biweekly Paycheck,2000.0,credit,Checking,Paycheck
Credit Card Payment,74.52,credit,Checking,Food & Drink
Belgian Restaurant,114.39,debit,Platinum Card,Food & Drink
Credit Card Payment,171.91,credit,Checking,Transportation
Hardware Store,122.38,debit,Silver Card,Paycheck
Grocery Store,90.21,debit,Silver Card,Transportation
Biweekly Paycheck,111.06,debit,Silver Card,Shopping
Gas Company,80.0,debit,Platinum Card,Paycheck
Vietnamese Restaurant,35.45,debit,Checking,Utilities & Services
Credit Card Payment,113.04,debit,Platinum Card,Transportation
Roadside Diner,22.25,debit,Silver Card,Paycheck
Credit Card Payment,172.43,debit,Silver Card,Paycheck
Grocery Store,197.23,credit,Platinum Card,Credit Card Payment
Power Company,166.58,debit,Platinum Card,Food & Drink
Credit Card Payment,156.91,credit,Platinum Card,Credit Card Payment
Netflix,11.76,debit,Platinum Card,Entertainment
Credit Card Payment,554.99,debit,Checking,Credit Card Payment
American Tavern,130.0,debit,Checking,Food & Drink
Gas Company,83.11,debit,Checking,Food & Drink
State Farm,137.02,debit,Silver Card,Utilities & Services
Best Buy,90.11,credit,Platinum Card,Food & Drink
Credit Card Payment,111.72,debit,Platinum Card,Credit Card Payment
Grocery Store,165.76,debit,Checking,Credit Card Payment
Hardware Store,64.27,credit,Silver Card,Credit Card Payment
American Tavern,8.55,debit,Platinum Card,Food & Drink
QuikTrip,22.87,credit,Platinum Card,Utilities & Services
Amazon,56.42,credit,Silver Card,Shopping
American Tavern,147.63,credit,Silver Card,Food & Drink
Credit Card Payment,51.75,credit,Checking,Food & Drink
Mike's Construction Co.,163.1,credit,Checking,Food & Drink
Blue Sky Market,23.76,debit,Silver Card,Credit Card Payment
Amazon,91.51,debit,Platinum Card,Utilities & Services
Hardware Store,4.94,credit,Silver Card,Food & Drink
Credit Card Payment,29.42,debit,Platinum Card,Utilities & Services
Credit Card Payment,26.38,debit,Platinum Card,Entertainment
Greek Restaurant,130.49,debit,Platinum Card,Utilities & Services
Netflix,175.63,debit,Platinum Card,Food & Drink
Gas Company,30.54,credit,Checking,Shopping
Phone Company,125.23,debit,Silver Card,Haircut
Barbershop,30.0,debit,Platinum Card,Haircut
Credit Card Payment,39.8,debit,Checking,Food & Drink
Pizza Place,117.45,debit,Platinum Card,Food & Drink
Starbucks,85.42,credit,Silver Card,Food & Drink
Gas Company,19.72,debit,Platinum Card,Transportation
Belgian Restaurant,163.67,debit,Platinum Card,Food & Drink
Hardware Store,164.4,credit,Silver Card,Transportation
Gas Company,91.09,debit,Platinum Card,Food & Drink
QuikTrip,134.61,debit,Checking,Entertainment
Credit Card Payment,42.98,debit,Platinum Card,Shopping
Credit Card Payment,41.28,credit,Platinum Card,Food & Drink
Biweekly Paycheck,160.45,debit,Silver Card,Shopping
BBQ Restaurant,195.39,credit,Silver Card,Credit Card Payment
Valero,141.76,credit,Platinum Card,Credit Card Payment
Food Truck,59.42,credit,Silver Card,Transportation
Biweekly Paycheck,99.31,credit,Platinum Card,Housing
Biweekly Paycheck,119.46,credit,Checking,Utilities & Services
Gas Company,141.99,credit,Checking,Utilities & Services
City Water Charges,58.18,credit,Platinum Card,Food & Drink
BP,62.17,credit,Platinum Card,Transportation
Amazon,122.6,credit,Platinum Card,Food & Drink
Phone Company,37.58,debit,Checking,Utilities & Services
American Tavern,125.06,credit,Silver Card,Food & Drink
American Tavern,173.29,debit,Platinum Card,Food & Drink
Bakery Place,46.25,credit,Platinum Card,Shopping
Amazon,145.16,credit,Platinum Card,Housing
Brunch Restaurant,140.62,debit,Platinum Card,Shopping
Credit Card Payment,126.84,debit,Checking,Food & Drink
Power Company,136.36,debit,Silver Card,Haircut
Hardware Store,57.21,debit,Platinum Card,Transportation
Credit Card Payment,162.08,debit,Platinum Card,Transportation
Hardware Store,1.49,credit,Silver Card,Utilities & Services
Brunch Restaurant,40.34,credit,Silver Card,Transportation
Grocery Store,157.3,debit,Platinum Card,Paycheck
Mediterranean Restaurant,96.57,debit,Checking,Utilities & Services
Spotify,72.11,credit,Checking,Food & Drink
American Tavern,186.58,debit,Checking,Utilities & Services
Gas Company,73.23,credit,Platinum Card,Credit Card Payment
Amazon,15.73,credit,Platinum Card,Credit Card Payment
BP,137.11,credit,Silver Card,Food & Drink
Internet Service Provider,117.39,credit,Platinum Card,Credit Card Payment
Credit Card Payment,144.07,debit,Platinum Card,Paycheck
Hardware Store,63.66,credit,Platinum Card,Credit Card Payment
State Farm,146.03,debit,Checking,Entertainment
Credit Card Payment,36.93,credit,Platinum Card,Transportation
